,Candidate Id,Candidate Name,Candidate Office,Candidate Office State,Candidate Office District,Candidate Party Affiliation,Candidate Incumbent Challenger Open Seat,Net Contribution,Net Operating Expenditure,Winner_binary,Cash on Hand Beginning of Period,Cash on Hand Close of Period,Individual Itemized Contribution,Individual Unitemized Contribution,Individual Contribution,Electorate,rank_netExpenditure,rank_UnItemizedContribution,rank_ItemizedContribution
368,H6TX15162,"GONZALEZ, VICENTE MR.",H,TX,15.0,DEM,OPEN,491173.0,2228578.65,1,0.0,108344.35,264791.0,3732.0,268523.0,TX-15.0,1.0,5.0,1.0
1555,H6TX15154,"PALACIOS, JUAN SONNY JR",H,TX,15.0,DEM,OPEN,174860.98,467030.14,0,0.0,-3544.16,177150.0,3860.98,181010.98,TX-15.0,2.0,4.0,2.0
1705,H6TX15170,"ELIZONDO, DOLLY",H,TX,15.0,DEM,OPEN,167644.88,332324.85,0,0.0,-1379.97,135813.75,25375.0,161188.75,TX-15.0,3.0,1.0,3.0
1694,H6TX15212,"SWEETEN, RANCE G RANDY""""",H,TX,15.0,DEM,OPEN,58973.12,94623.77,0,0.0,171.03,58973.12,0.0,58973.12,TX-15.0,4.0,9.0,5.0
1581,H6TX15196,"SALINAS, XAVIER MR.",H,TX,15.0,REP,OPEN,94230.19,93692.24,0,0.0,437.95,80500.0,18180.19,98680.19,TX-15.0,5.0,2.0,4.0
1651,H6TX15147,"VILLARREAL, RUBEN OSCAR MR.",H,TX,15.0,REP,OPEN,71882.73,78916.91,0,0.0,1114.24,53820.11,18053.0,71873.11,TX-15.0,6.0,3.0,6.0
1733,H6TX15188,"QUINTANILLA, JOEL",H,TX,15.0,DEM,OPEN,11363.41,19187.99,0,0.0,1175.42,10000.0,248.02,10248.02,TX-15.0,7.0,6.0,8.0
1614,H6TX15204,"WESTLEY, TIMMY LEE",H,TX,15.0,REP,OPEN,10815.0,8606.0,0,1.0,601.0,10257.0,38.0,10295.0,TX-15.0,8.0,8.0,7.0
1734,H2TX15047,"RAMIREZ HINOJOSA, RUBEN",H,TX,15.0,DEM,OPEN,4950.0,4796.0,0,0.0,152.0,1000.0,130.0,1130.0,TX-15.0,9.0,7.0,9.0
1296,H2TX16185,"O'ROURKE, ROBERT BETO",H,TX,16.0,DEM,INCUMBENT,370649.77,190181.57,1,161828.61,249926.03,303802.58,71744.2,375546.78,TX-16.0,1.0,1.0,1.0
310,H0TX17104,"FLORES, BILL",H,TX,17.0,REP,INCUMBENT,1644951.27,1260506.41,1,260249.62,373357.36,554722.98,22371.85,577094.83,TX-17.0,1.0,1.0,1.0
905,H6TX17119,"PATTERSON, WILLIAM RALPH",H,TX,17.0,REP,CHALLENGER,6580.0,402897.86,0,0.0,3523.45,3000.0,3580.0,6580.0,TX-17.0,2.0,4.0,4.0
566,H6TX17093,"MATTA, WILLIAM BRUCE",H,TX,17.0,DEM,CHALLENGER,37402.86,40586.67,0,0.0,-3183.81,12643.19,10432.53,23075.72,TX-17.0,3.0,2.0,3.0
729,H6TX17101,"SIMS, KALEB",H,TX,17.0,REP,CHALLENGER,27422.0,27622.0,0,0.0,0.0,21662.0,5760.0,27422.0,TX-17.0,4.0,3.0,2.0
307,H4TX18054,"LEE, SHEILA JACKSON",H,TX,18.0,DEM,INCUMBENT,378520.45,306334.22,1,212815.22,211205.57,141360.0,8770.55,150130.55,TX-18.0,1.0,1.0,1.0
424,H6TX18141,"BARTLEY, LORI ANITA MRS.",H,TX,18.0,REP,CHALLENGER,29593.87,34241.17,0,0.0,-495.95,16424.0,8169.87,24593.87,TX-18.0,2.0,2.0,3.0
1119,H6TX18133,"GONZALES, REGINO JAMES",H,TX,18.0,REP,CHALLENGER,9450.0,14947.0,0,0.0,5720.0,18475.0,0.0,9450.0,TX-18.0,3.0,4.0,2.0
904,H6TX18158,"PATE, AVA",H,TX,18.0,REP,CHALLENGER,4667.47,4312.83,0,0.0,354.64,600.0,425.0,1025.0,TX-18.0,4.0,3.0,4.0
1688,H6TX19131,"ROBERTSON, GLEN CHARLES MR.",H,TX,19.0,REP,OPEN,716467.27,1816132.27,0,0.0,0.0,166702.04,11075.66,177777.7,TX-19.0,1.0,2.0,3.0
1343,H6TX19099,"ARRINGTON, JODEY COOK",H,TX,19.0,REP,OPEN,1476806.27,1156766.27,1,0.0,296840.0,1084886.28,50481.0,1135367.28,TX-19.0,2.0,1.0,1.0
1593,H6TX19149,"STARR, MICHAEL BOB",H,TX,19.0,REP,OPEN,243406.67,262111.03,0,0.0,0.0,235821.98,8084.69,243906.67,TX-19.0,3.0,3.0,2.0
1540,H4TX19185,"MAY, DONALD ROBERT LEE",H,TX,19.0,REP,OPEN,53164.0,176407.96,0,3694.57,-1132.06,46451.0,6713.0,53164.0,TX-19.0,4.0,4.0,5.0
1496,H6TX19123,"GARRETT, GREGORY KEITH",H,TX,19.0,REP,OPEN,57940.0,65987.33,0,0.0,0.0,54225.0,3715.0,57940.0,TX-19.0,5.0,5.0,4.0
1717,H6TX19156,"PARRISH, DON",H,TX,19.0,REP,OPEN,11525.0,18046.63,0,0.0,0.0,8300.0,100.0,8400.0,TX-19.0,6.0,6.5,6.0
1723,H6TX19115,"CORLEY, JASON ERIC MR.",H,TX,19.0,REP,OPEN,3550.0,11264.95,0,3954.43,-3760.52,3450.0,100.0,3550.0,TX-19.0,7.0,6.5,7.0
1257,H2TX35011,"CASTRO, JOAQUIN REP.",H,TX,20.0,DEM,INCUMBENT,1121070.19,675452.45,1,260558.85,159899.04,479572.63,46342.87,525915.5,TX-20.0,1.0,1.0,1.0
131,H6TX21012,"SMITH, LAMAR",H,TX,21.0,REP,INCUMBENT,1455741.33,1533957.21,1,764753.05,581608.4,673790.0,37319.93,711109.93,TX-21.0,1.0,1.0,1.0
725,H4TX21041,"MCCALL, BRIAN MATTHEW",H,TX,21.0,REP,CHALLENGER,131048.77,164971.63,0,1186.54,0.0,120546.0,10497.77,131043.77,TX-21.0,2.0,3.0,2.0
696,H6TX21228,"WAKELY, THOMAS MR.",H,TX,21.0,DEM,CHALLENGER,52345.0,56307.0,0,0.0,1940.0,14400.0,29645.0,44045.0,TX-21.0,3.0,2.0,3.0
1014,H6TX21244,"VAKIL, TEJAS",H,TX,21.0,DEM,CHALLENGER,45652.36,48743.89,0,0.0,0.0,5401.0,1580.0,6981.0,TX-21.0,4.0,4.0,5.0
910,H6TX21236,"PHELPS, TODD",H,TX,21.0,REP,CHALLENGER,0.0,24910.0,0,0.0,-569.0,0.0,0.0,0.0,TX-21.0,5.0,6.0,6.0
893,H6TX21210,"MURPHY, WILLIAM JOHN",H,TX,21.0,REP,CHALLENGER,6970.0,7074.2,0,0.0,0.0,5490.0,1234.69,6724.69,TX-21.0,6.0,5.0,4.0
212,H8TX22107,"OLSON, PETER G.",H,TX,22.0,REP,INCUMBENT,1438730.67,1058886.64,1,330544.29,625223.27,530263.23,14217.0,544480.23,TX-22.0,1.0,1.0,1.0
818,H4TX22163,"GIBSON, MARK",H,TX,22.0,DEM,CHALLENGER,9349.0,19113.1,0,1490.0,1598.91,8474.0,875.0,9349.0,TX-22.0,2.0,2.0,2.0
1129,H6TX22234,"BLATT, DOUGLAS JAMES MR",H,TX,22.0,DEM,CHALLENGER,1367.39,431.32,0,0.0,0.0,0.0,840.0,840.0,TX-22.0,3.0,3.0,3.0
362,H0TX23086,"HURD, WILLIAM",H,TX,23.0,REP,INCUMBENT,3482524.49,3182163.05,1,78265.2,548503.79,1799190.04,179737.41,1978927.45,TX-23.0,1.0,2.0,1.0
495,H2TX23124,"GALLEGO, PETE",H,TX,23.0,DEM,CHALLENGER,1896716.87,1740780.81,0,28865.07,183171.13,1218309.84,179923.14,1398232.98,TX-23.0,2.0,1.0,2.0
298,H4TX24094,"MARCHANT, KENNY E MR.",H,TX,24.0,REP,INCUMBENT,807964.82,297318.02,1,877891.2,1343808.03,155050.0,4750.0,159800.0,TX-24.0,1.0,1.0,1.0
573,H6TX24149,"MCDOWELL, JAN",H,TX,24.0,DEM,CHALLENGER,20490.23,11532.5,0,0.0,4847.73,12593.23,2347.0,14940.23,TX-24.0,2.0,2.0,2.0
1190,H6TX24131,"LOZANO, ROY E",H,TX,24.0,REP,CHALLENGER,5012.99,840.26,0,0.0,0.0,4473.0,539.99,5012.99,TX-24.0,3.0,3.0,3.0
217,H2TX33040,"WILLIAMS, ROGER",H,TX,25.0,REP,INCUMBENT,1388482.28,1052082.07,1,416817.86,973463.32,822689.77,24382.72,847072.49,TX-25.0,1.0,1.0,1.0
681,H6TX25179,"THOMAS, KATHLEEN",H,TX,25.0,DEM,CHALLENGER,59879.64,31474.92,0,0.0,28114.72,30489.0,21950.64,52439.64,TX-25.0,2.0,2.0,2.0
94,H2TX26093,"BURGESS, MICHAEL C. DR.",H,TX,26.0,REP,INCUMBENT,1239736.1,779636.18,1,205055.67,471348.95,320428.67,23654.63,344083.3,TX-26.0,1.0,1.0,1.0
324,H0TX27061,"FARENTHOLD, RANDOLPH BLAKE",H,TX,27.0,REP,INCUMBENT,1026851.68,954651.52,1,47001.17,113767.84,514664.0,25170.91,539834.91,TX-27.0,1.0,1.0,1.0
791,H6TX27084,"DEEB, GREGORY PATRICK",H,TX,27.0,REP,CHALLENGER,139328.22,194988.76,0,0.0,339.46,114792.49,14109.7,128902.19,TX-27.0,2.0,2.0,2.0
422,H6TX27092,"BARRERA, RAUL (ROY)",H,TX,27.0,DEM,CHALLENGER,18022.06,18498.17,0,0.0,1706.35,12703.0,2498.0,15201.0,TX-27.0,3.0,3.0,3.0
1201,H6TX27076,"HARRINGTON, JOHN WESLEY IV",H,TX,27.0,REP,CHALLENGER,7710.0,6988.0,0,0.0,320.0,5095.0,565.0,5660.0,TX-27.0,4.0,4.0,4.0
353,H2TX23082,"CUELLAR, HENRY",H,TX,28.0,DEM,INCUMBENT,1547766.15,642665.82,1,1317752.49,2098253.23,638659.14,6491.5,645150.64,TX-28.0,1.0,1.0,1.0
371,H2TX29030,"GREEN, RAYMOND E. 'GENE'",H,TX,29.0,DEM,INCUMBENT,1732189.68,1455824.78,1,1183124.25,1105862.23,477381.19,23725.05,501106.24,TX-29.0,1.0,1.0,1.0
814,H6TX29064,"GARCIA, ADRIAN",H,TX,29.0,DEM,CHALLENGER,379618.62,376586.79,0,0.0,4773.11,368789.13,18659.49,387448.62,TX-29.0,2.0,2.0,2.0
1140,H6TX29056,"GARCIA, DOMINIQUE MICHELLE",H,TX,29.0,DEM,CHALLENGER,6001.0,6001.0,0,5001.0,5001.0,0.0,0.0,0.0,TX-29.0,3.0,3.0,3.0
259,H2TX00015,"JOHNSON, EDDIE BERNICE",H,TX,30.0,DEM,INCUMBENT,362546.22,274373.54,1,78765.92,120910.26,71900.0,4235.0,76135.0,TX-30.0,1.0,2.0,1.0
773,H2TX30079,"CARAWAY, BARBARA LEN MALLORY",H,TX,30.0,DEM,CHALLENGER,39835.0,41920.6,0,-15180.82,53.29,26277.0,9158.0,35435.0,TX-30.0,2.0,1.0,2.0
270,H2TX31044,"CARTER, JOHN R. REP.",H,TX,31.0,REP,INCUMBENT,916458.96,1046536.02,1,598079.44,399887.75,396260.57,13818.29,410078.86,TX-31.0,1.0,1.0,1.0
454,H6TX31045,"CLARK, MIKE",H,TX,31.0,DEM,CHALLENGER,18322.41,20501.9,0,0.0,920.51,3727.2,9247.21,12974.41,TX-31.0,2.0,2.0,2.0
947,H6TX31052,"SWEENEY, MIKE",H,TX,31.0,REP,CHALLENGER,5114.8,10096.2,0,500.0,818.6,2500.0,2614.8,5114.8,TX-31.0,3.0,3.0,3.0
1304,H2TX03126,"SESSIONS, PETE MR.",H,TX,32.0,REP,INCUMBENT,2269963.45,2115314.38,1,670676.43,634150.34,1054497.97,18118.92,1072616.89,TX-32.0,1.0,1.0,1.0
1153,H6TX32050,"RAMSLAND, RUSSELL JAMES JR.",H,TX,32.0,REP,CHALLENGER,292210.51,292210.59,0,0.0,0.0,293144.91,16884.0,310028.91,TX-32.0,2.0,2.0,2.0
767,H6TX32043,"BROWN, PAUL MICHAEL",H,TX,32.0,REP,CHALLENGER,95299.5,96850.61,0,0.0,448.89,96300.0,5243.5,101543.5,TX-32.0,3.0,3.0,3.0
1125,H6TX32084,"ROUGHNEEN, CHERIE",H,TX,32.0,REP,CHALLENGER,4637.82,11844.04,0,0.0,-6219.04,750.0,200.0,950.0,TX-32.0,4.0,6.0,5.0
1186,H6TX32068,"TOKAR, JEFF",H,TX,32.0,REP,CHALLENGER,2700.0,2569.86,0,0.0,130.14,6350.0,2514.0,8864.0,TX-32.0,5.0,4.0,4.0
671,H6TX32092,"STUARD, GARY",H,TX,32.0,GRE,CHALLENGER,2728.57,1649.91,0,0.0,580.21,250.0,1978.57,2228.57,TX-32.0,6.0,5.0,6.0
373,H2TX33073,"VEASEY, MARC ALLISON MR.",H,TX,33.0,DEM,INCUMBENT,1278365.35,1097277.09,1,204645.09,385733.35,630877.9,26305.0,657182.9,TX-33.0,1.0,1.0,1.0
589,H2TX33099,"MITCHELL, MONTE MARK",H,TX,33.0,REP,CHALLENGER,7438.8,24753.62,0,0.0,2591.42,5145.0,1955.05,7100.05,TX-33.0,2.0,2.0,2.0
1133,H6TX33017,"CHADWICK, HOWARD BRUCE",H,TX,33.0,REP,CHALLENGER,13835.46,13835.46,0,0.0,0.0,5001.46,820.0,5821.46,TX-33.0,3.0,3.0,3.0
366,H2TX27190,"VELA, FILEMON MR.",H,TX,34.0,DEM,INCUMBENT,1178147.42,387404.13,1,58730.44,364819.91,645841.17,5445.81,651286.98,TX-34.0,1.0,1.0,1.0
351,H4TX10028,"DOGGETT, LLOYD",H,TX,35.0,DEM,INCUMBENT,851487.23,156149.19,1,3041610.89,3570316.16,527437.39,49649.42,577086.81,TX-35.0,1.0,1.0,1.0
598,H2TX35029,"NARVAIZ, SUSAN",H,TX,35.0,REP,CHALLENGER,110586.83,103660.82,0,185.67,8133.56,82295.0,7016.83,89311.83,TX-35.0,2.0,2.0,2.0
1247,H6TX02079,"BABIN, BRIAN",H,TX,36.0,REP,INCUMBENT,1051459.62,536340.95,1,146559.12,557151.79,495655.62,39359.0,535014.62,TX-36.0,1.0,1.0,1.0
1173,H2TX36134,"COLE, MICHAEL K",H,TX,36.0,DEM,CHALLENGER,10336.0,23159.1,0,162.29,739.19,3970.0,1366.0,5336.0,TX-36.0,2.0,2.0,3.0
946,H6TX36010,"STOVALL, DWAYNE",H,TX,36.0,REP,CHALLENGER,3620.0,3463.97,0,0.0,0.0,5600.0,1220.0,6820.0,TX-36.0,3.0,3.0,2.0
292,H2UT01094,"BISHOP, ROBERT",H,UT,1.0,REP,INCUMBENT,952994.24,269763.7,1,45781.01,351390.11,380425.38,12795.29,393220.67,UT-1.0,1.0,2.0,1.0
456,H6UT01137,"CLEMENS, PETER C",H,UT,1.0,DEM,CHALLENGER,106911.35,76273.22,0,0.0,16328.13,87823.55,18987.8,106811.35,UT-1.0,2.0,1.0,2.0
308,H2UT02324,"STEWART, CHRIS",H,UT,2.0,REP,INCUMBENT,826259.4,709400.12,1,131432.23,218597.35,306142.22,33497.21,339639.43,UT-2.0,1.0,1.0,1.0
410,H6UT02390,"ALBARRAN, CHARLENE MCARTHUR",H,UT,2.0,DEM,CHALLENGER,562153.0,548462.32,0,0.0,8328.02,68828.0,3395.0,72223.0,UT-2.0,2.0,2.0,2.0
196,H8UT03089,"CHAFFETZ, JASON",H,UT,3.0,REP,INCUMBENT,1260859.52,1123032.32,1,309377.68,415104.88,522001.0,12757.35,534758.35,UT-3.0,1.0,1.0,1.0
950,H6UT03166,"TENG, CHIA-CHI",H,UT,3.0,REP,CHALLENGER,31392.44,542438.63,0,0.0,0.0,26159.0,5233.44,31392.44,UT-3.0,2.0,3.0,2.0
686,H4UT03211,"TRYON, STEPHEN P.",H,UT,3.0,DEM,CHALLENGER,38992.7,10000.0,0,11.34,4321.78,5250.0,8221.79,13471.79,UT-3.0,3.0,2.0,3.0
352,H2UT04023,"LOVE, MIA",H,UT,4.0,REP,INCUMBENT,4679901.41,4479680.34,1,290812.94,685656.96,1771569.02,1998629.11,3770198.13,UT-4.0,1.0,1.0,1.0
609,H4UT04011,"OWENS, H DOUGLAS",H,UT,4.0,DEM,CHALLENGER,1969596.93,1877240.39,0,0.0,92359.6,1337778.64,307326.31,1645104.95,UT-4.0,2.0,2.0,2.0
62,H8VA01147,"WITTMAN, ROBERT J MR.",H,VA,1.0,REP,INCUMBENT,978574.19,818868.46,1,895561.7,987052.83,420921.0,86573.09,507494.09,VA-1.0,1.0,1.0,1.0
640,H6VA01174,"ROWE, MATTHEW",H,VA,1.0,DEM,CHALLENGER,40766.56,34542.47,0,0.0,6224.09,16118.09,19654.81,35772.9,VA-1.0,2.0,2.0,2.0
1267,H2VA04052,"FORBES, J. RANDY",H,VA,2.0,REP,INCUMBENT,1356048.76,1886224.1,0,539432.71,111.26,1022724.9,94313.57,1117038.47,VA-2.0,1.0,1.0,1.0
243,H0VA02118,"TAYLOR, SCOTT",H,VA,2.0,REP,OPEN,665601.27,447122.97,1,0.0,222310.36,366909.0,61342.32,428251.32,VA-2.0,2.0,2.0,2.0
1459,H6VA02107,"CARDWELL, CHARLES PATTESON IV",H,VA,2.0,REP,OPEN,40369.0,87191.88,0,0.0,677.12,35050.0,2919.0,37969.0,VA-2.0,3.0,4.0,3.0
1356,H6VA02115,"BROWN, SHAUN DENISE",H,VA,2.0,DEM,OPEN,24603.76,19266.2,0,0.0,250.0,13191.49,11734.52,24926.01,VA-2.0,4.0,3.0,4.0
141,H6VA01117,"SCOTT, ROBERT C.",H,VA,3.0,DEM,INCUMBENT,661403.59,422472.69,1,99952.54,189576.53,129034.17,31082.88,160117.05,VA-3.0,1.0,1.0,1.0
708,H6VA03089,"WILLIAMS, MARTIN L. MR.",H,VA,3.0,REP,CHALLENGER,54622.31,58734.89,0,0.0,8387.42,30997.0,14015.0,45012.0,VA-3.0,2.0,2.0,2.0
179,H6VA04061,"MCEACHIN, ASTON DONALD MR.",H,VA,4.0,DEM,CHALLENGER,700294.05,311874.65,1,0.0,386419.4,333139.64,42654.41,375794.05,VA-4.0,1.0,1.0,1.0
694,H6VA07130,"WADE, MICHAEL LEO",H,VA,4.0,REP,CHALLENGER,95577.0,112488.98,0,0.0,4088.02,77949.0,9903.0,87852.0,VA-4.0,2.0,3.0,2.0
960,H2VA04102,"WARD, ELLA PORTER",H,VA,4.0,DEM,CHALLENGER,47864.75,34331.98,0,0.0,6156.97,32100.0,14164.75,46264.75,VA-4.0,3.0,2.0,3.0
543,H6VA04079,"KIMOTHO-GONZALEZ, JACQUELINE MRS.",H,VA,4.0,REP,CHALLENGER,20963.0,20015.23,0,0.0,947.77,12240.0,7723.0,19963.0,VA-4.0,4.0,4.0,4.0
1367,H6VA05118,"DITTMAR, JANE DESIMONE",H,VA,5.0,DEM,OPEN,1151298.91,1067752.34,0,0.0,83613.63,784752.58,251203.66,1035956.24,VA-5.0,1.0,1.0,1.0
112,H6VA05142,"GARRETT, THOMAS ALEXANDER MR. JR.",H,VA,5.0,REP,OPEN,491539.09,438348.24,1,0.0,86080.05,236024.0,60866.0,296890.0,VA-5.0,2.0,2.0,2.0
1635,H0VA05111,"MCKELVEY, JAMES K",H,VA,5.0,REP,OPEN,25515.04,264586.64,0,0.0,245248.36,7800.0,2035.0,9835.0,VA-5.0,3.0,5.0,6.0
1476,H6VA05126,"DEL ROSSO, MICHAEL JOSEPH MR.",H,VA,5.0,REP,OPEN,94837.92,94526.89,0,0.0,311.03,84287.92,8350.0,92637.92,VA-5.0,4.0,3.0,3.0
1616,H6VA05134,"WHITED, JOE",H,VA,5.0,REP,OPEN,47345.0,51036.09,0,0.0,1941.9,41000.0,6345.0,47345.0,VA-5.0,5.0,4.0,4.0
1458,H6VA05100,"CAGE, ERICKE",H,VA,5.0,DEM,OPEN,29381.65,14387.41,0,0.0,14994.24,25685.6,9.6,25695.2,VA-5.0,6.0,6.0,5.0
57,H2VA06115,"GOODLATTE, ROBERT W.",H,VA,6.0,REP,INCUMBENT,1686327.16,1457022.2,1,978502.01,1020499.02,696493.31,41223.75,737717.06,VA-6.0,1.0,2.0,1.0
474,H6VA06157,"DEGNER, KAI",H,VA,6.0,DEM,CHALLENGER,142399.85,117073.56,0,0.0,25326.29,81812.57,52148.28,133960.85,VA-6.0,2.0,1.0,2.0
827,H6VA06132,"GRIEGO, HARRY MR",H,VA,6.0,REP,CHALLENGER,10930.26,10864.11,0,0.0,66.15,275.0,10655.26,10930.26,VA-6.0,3.0,3.0,4.0
1044,H6VA06140,"HOWARTH, THOMAS JAMES",H,VA,6.0,DEM,CHALLENGER,450.0,450.0,0,0.0,0.0,3500.0,2449.0,5949.0,VA-6.0,4.0,4.0,3.0
73,H4VA07143,"BRAT, DAVID ALAN MR.",H,VA,7.0,REP,INCUMBENT,1143178.27,962865.25,1,60419.75,289782.77,742874.66,246467.13,989341.79,VA-7.0,1.0,1.0,1.0
426,H6VA07148,"BEDELL, EILEEN MCNEIL",H,VA,7.0,DEM,CHALLENGER,174143.22,176091.64,0,0.0,-1948.74,85964.4,67137.77,153102.17,VA-7.0,2.0,2.0,2.0
21,H4VA08224,"BEYER, DONALD STERNOFF JR.",H,VA,8.0,DEM,INCUMBENT,1982462.14,742454.92,1,86253.61,814750.02,1101330.0,54145.29,1155475.29,VA-8.0,1.0,1.0,1.0
516,H6VA08237,"HERNICK, CHARLES ALAN MR.",H,VA,8.0,REP,CHALLENGER,65078.24,61715.2,0,0.0,6863.04,37376.24,21952.0,59328.24,VA-8.0,2.0,2.0,2.0
1077,H6VA08229,"WEBB, MICHAEL DAVID",H,VA,8.0,REP,CHALLENGER,13184.7,11585.21,0,0.0,0.0,12436.28,748.42,13184.7,VA-8.0,3.0,3.0,3.0
88,H0VA09055,"GRIFFITH, H MORGAN",H,VA,9.0,REP,INCUMBENT,797497.25,467961.15,1,156691.91,178634.21,219187.0,52456.25,271643.25,VA-9.0,1.0,1.0,1.0
545,H6VA09086,"KITTS, DEREK WAYNE",H,VA,9.0,DEM,CHALLENGER,91101.52,79268.99,0,0.0,11458.66,57066.0,33844.52,90910.52,VA-9.0,2.0,2.0,2.0
1000,H6VA09078,"BUNCH, WILLIAM CAREY BILL"" JR""",H,VA,9.0,DEM,CHALLENGER,5655.0,5475.0,0,0.0,0.0,1800.0,3155.0,4955.0,VA-9.0,3.0,3.0,3.0
122,H4VA10089,"COMSTOCK, BARBARA J HONORABLE",H,VA,10.0,REP,INCUMBENT,4245064.07,3692166.46,1,60988.46,951248.78,2207450.58,383188.49,2590639.07,VA-10.0,1.0,1.0,1.0
428,H6VA10209,"BENNETT, LUANN",H,VA,10.0,DEM,CHALLENGER,2110187.99,1976059.94,0,0.0,82633.85,1503463.85,260605.81,1764069.66,VA-10.0,2.0,2.0,2.0
887,H0VA10129,"MODICA, JULIEN",H,VA,10.0,DEM,CHALLENGER,3025.0,2018.0,0,0.0,548368.26,0.0,25.0,25.0,VA-10.0,3.0,3.0,3.0
1262,H8VA11062,"CONNOLLY, GERALD EDWARD",H,VA,11.0,DEM,INCUMBENT,1923432.8,799968.87,1,1409164.71,2438753.81,790634.49,251235.24,1041869.73,VA-11.0,1.0,1.0,1.0
811,H2VA11164,"GALDO, JOSEPH F",H,VA,11.0,GRE,CHALLENGER,247.32,731.99,0,1884.97,0.3,0.0,0.0,0.0,VA-11.0,2.0,2.0,2.0
1298,H2VI00082,"PLASKETT, STACEY ",H,VI,0.0,DEM,INCUMBENT,314321.7,264091.04,0,0.0,49000.78,178080.75,10019.21,188099.96,VI-0.0,1.0,1.0,1.0
1065,H6VI00067,"RUSSELL, RONALD E MR",H,VI,0.0,DEM,CHALLENGER,600.0,3781.0,0,0.0,818.0,600.0,0.0,0.0,VI-0.0,2.0,2.0,2.0
1310,H6VT00160,"WELCH, PETER",H,VT,0.0,DEM,INCUMBENT,963378.48,337926.2,1,1689575.27,1974803.55,284400.84,0.0,284400.84,VT-0.0,1.0,1.0,1.0
227,H0WA08046,"DELBENE, SUZAN K",H,WA,1.0,DEM,INCUMBENT,1858474.33,983829.87,1,98648.05,595452.78,867357.05,153360.4,1020717.45,WA-1.0,1.0,1.0,1.0
926,H6WA01170,"SCOTT, ELIZABETH",H,WA,1.0,REP,CHALLENGER,141125.19,130741.74,0,0.0,10392.33,106676.24,45323.23,151999.47,WA-1.0,2.0,2.0,2.0
675,H4WA01258,"SUTHERLAND, ROBERT J",H,WA,1.0,REP,CHALLENGER,21287.18,16942.61,0,362.0,4349.57,10503.43,9543.45,20046.88,WA-1.0,3.0,3.0,3.0
156,H0WA02080,"LARSEN, RICK",H,WA,2.0,DEM,INCUMBENT,906664.65,728688.85,1,302610.39,185074.74,168545.16,25606.97,194152.13,WA-2.0,1.0,1.0,1.0
208,H0WA03187,"HERRERA BEUTLER, JAIME",H,WA,3.0,REP,INCUMBENT,1261401.42,1093354.65,1,855171.89,836275.96,627860.7,224815.72,852676.42,WA-3.0,1.0,1.0,1.0
590,H6WA03218,"MOELLER, JAMES C",H,WA,3.0,DEM,CHALLENGER,103336.96,79676.01,0,0.0,23660.95,45496.9,31840.06,77336.96,WA-3.0,2.0,2.0,2.0
881,H6WA03184,"MCDEVITT, DAVID MALCOLM MR",H,WA,3.0,DEM,CHALLENGER,15262.85,31423.79,0,0.0,1339.06,7360.35,7752.5,15112.85,WA-3.0,3.0,3.0,3.0
1053,H6WA03176,"MARX, ANGELA KAYE",H,WA,3.0,DEM,CHALLENGER,13285.57,6847.52,0,0.0,6615.53,6219.54,6776.96,12996.5,WA-3.0,4.0,4.0,4.0
354,H4WA04104,"NEWHOUSE, DAN",H,WA,4.0,REP,INCUMBENT,1181007.48,876254.55,1,24669.02,338866.86,417849.23,68670.27,486519.5,WA-4.0,1.0,1.0,1.0
480,H4WA04088,"DIDIER, CLINT",H,WA,4.0,REP,CHALLENGER,61946.99,45207.27,0,4000.0,21069.72,53176.0,8770.99,61946.99,WA-4.0,2.0,2.0,2.0
255,H4WA05077,"MCMORRIS RODGERS, CATHY",H,WA,5.0,REP,INCUMBENT,2461802.0,2852362.0,1,182754.0,184859.0,863552.0,252924.0,1116476.0,WA-5.0,1.0,1.0,1.0
610,H4WA05127,"PAKOOTAS, JOSEPH A",H,WA,5.0,DEM,CHALLENGER,313031.08,284875.73,0,13150.01,41300.36,182653.13,105923.59,288576.72,WA-5.0,2.0,2.0,2.0
968,H4WA05135,"WILSON, DAVID J",H,WA,5.0,OTH,CHALLENGER,134453.0,196361.15,0,2051.44,2643.29,10750.0,6203.0,16953.0,WA-5.0,3.0,3.0,3.0
1145,H6WA05155,"KAY, DAVID",H,WA,5.0,DEM,CHALLENGER,25376.4,25376.4,0,0.0,0.0,250.0,50.0,300.0,WA-5.0,4.0,5.0,5.0
844,H6WA05148,"HORNE, THOMAS M",H,WA,5.0,REP,CHALLENGER,750.0,9346.82,0,0.0,163.13,500.0,250.0,750.0,WA-5.0,5.0,4.0,4.0
187,H2WA06129,"KILMER, DEREK",H,WA,6.0,DEM,INCUMBENT,1978192.29,585197.16,1,940622.02,1996457.14,919501.66,78555.69,998057.35,WA-6.0,1.0,1.0,1.0
431,H6WA06211,"BLOOM, TODD ANTHONY",H,WA,6.0,REP,CHALLENGER,8435.0,10852.0,0,0.0,2893.0,4734.0,1529.0,5914.0,WA-6.0,2.0,3.0,2.0
405,H6WA06203,"COVERDALE, MICHAEL DUANE",H,WA,6.0,IND,CHALLENGER,7054.0,8171.0,0,0.0,0.0,1500.0,1554.0,3054.0,WA-6.0,3.0,2.0,3.0
